+------+------------+---------+----+----+----+----+----+----+----+----+----+
|  t1  |     d1     |   z1    | s1 | s2 | s3 | s4 | s5 | s6 | "" | z2 | b1 |
| 1034 | 2016/1/7   | 5583016 | 14 | 20 | 24 | 25 | 31 | 32 |    | D  | 29 |
| 17   | 2001/1/25  | 5584606 | 14 | 20 | 25 | 34 | 35 | 36 |    | G  | 11 |
| 738  | 2013/2/25  | 5588903 | 14 | 21 | 22 | 32 | 33 | 41 |    | I  | 9  |
| 123  | 2003/2/20  | 5592162 | 14 | 21 | 26 | 28 | 29 | 31 |    | G  | 8  |
| 1219 | 2017/10/19 | 5597167 | 14 | 22 | 24 | 36 | 39 | 42 |    | J  | 32 |
| 759  | 2013/5/9   | 5597553 | 14 | 22 | 25 | 28 | 37 | 41 |    | D  | 31 |
| 1041 | 2016/2/1   | 5598850 | 14 | 22 | 27 | 29 | 33 | 37 |    | B  | 24 |
| 649  | 2012/4/12  | 5599940 | 14 | 22 | 29 | 33 | 36 | 40 |    | G  | 38 |
| 984  | 2015/7/13  | 5601579 | 14 | 23 | 24 | 28 | 37 | 38 |    | D  | 20 |
| 1295 | 2018/7/16  | 5605409 | 14 | 23 | 31 | 37 | 39 | 43 |    | H  | 32 |
| 658  | 2012/5/14  | 5609473 | 14 | 24 | 32 | 40 | 41 | 42 |    | D  | 9  |
| 54   | 2001/10/11 | 5610250 | 14 | 25 | 26 | 31 | 37 | 42 |    | A  | 7  |
| 1517 | 2020/9/14  | 5610752 | 14 | 25 | 27 | 30 | 39 | 41 |    | J  | 8  |
| 485  | 2010/2/25  | 5614371 | 14 | 26 | 30 | 33 | 34 | 39 |    | A  | 19 |
| 394  | 2008/5/15  | 5615463 | 14 | 27 | 28 | 31 | 37 | 40 |    | I  | 18 |
| 183  | 2004/4/22  | 5618889 | 14 | 29 | 31 | 36 | 38 | 40 |    | C  | 33 |
| 518  | 2010/10/14 | 5620456 | 14 | 31 | 34 | 35 | 40 | 42 |    | B  | 25 |
| 1181 | 2017/6/8   | 5623593 | 15 | 16 | 17 | 29 | 31 | 32 |    | F  | 12 |
| 551  | 2011/5/2   | 5626681 | 15 | 16 | 19 | 21 | 26 | 42 |    | I  | 10 |
| 253  | 2005/8/25  | 5627007 | 15 | 16 | 19 | 22 | 36 | 43 |    | G  | 13 |
| 777  | 2013/7/11  | 5633756 | 15 | 16 | 23 | 29 | 37 | 39 |    | A  | 42 |
| 397  | 2008/6/5   | 5633847 | 15 | 16 | 23 | 30 | 39 | 43 |    | C  | 11 |
| 543  | 2011/4/4   | 5639038 | 15 | 17 | 18 | 19 | 22 | 31 |    | A  | 30 |
| 1192 | 2017/7/17  | 5639872 | 15 | 17 | 18 | 22 | 30 | 39 |    | A  | 28 |
| 256  | 2005/9/15  | 5640745 | 15 | 17 | 18 | 28 | 30 | 37 |    | A  | 40 |
| 24   | 2001/3/15  | 5655646 | 15 | 18 | 19 | 30 | 36 | 38 |    | C  | 13 |
| 120  | 2003/1/30  | 5659759 | 15 | 18 | 22 | 25 | 36 | 40 |    | C  | 14 |
| 1240 | 2018/1/4   | 5660545 | 15 | 18 | 22 | 36 | 37 | 39 |    | A  | 26 |
| 982  | 2015/7/6   | 5668471 | 15 | 19 | 21 | 22 | 29 | 40 |    | F  | 42 |
| 983  | 2015/7/9   | 5676798 | 15 | 19 | 32 | 35 | 36 | 38 |    | G  | 31 |
| 450  | 2009/6/18  | 5678581 | 15 | 20 | 21 | 32 | 40 | 42 |    | A  | 27 |
| 319  | 2006/11/30 | 5680747 | 15 | 20 | 23 | 28 | 37 | 40 |    | A  | 17 |
| 980  | 2015/6/29  | 5681153 | 15 | 20 | 23 | 35 | 38 | 42 |    | D  | 13 |
| 718  | 2012/12/10 | 5683836 | 15 | 20 | 27 | 29 | 33 | 43 |    | H  | 18 |
| 395  | 2008/5/22  | 5690545 | 15 | 21 | 26 | 28 | 42 | 43 |    | F  | 39 |
| 771  | 2013/6/20  | 5692666 | 15 | 21 | 31 | 32 | 33 | 34 |    | D  | 27 |
| 794  | 2013/9/9   | 5695904 | 15 | 22 | 25 | 29 | 34 | 42 |    | F  | 2  |
| 1533 | 2020/11/9  | 5697513 | 15 | 22 | 27 | 37 | 38 | 41 |    | E  | 5  |
| 540  | 2011/3/17  | 5703130 | 15 | 23 | 29 | 35 | 36 | 41 |    | C  | 42 |
| 447  | 2009/5/28  | 5703174 | 15 | 23 | 29 | 36 | 42 | 43 |    | I  | 34 |
| 1104 | 2016/9/8   | 5710670 | 15 | 25 | 32 | 33 | 36 | 38 |    | I  | 40 |
| 1178 | 2017/5/29  | 5724385 | 16 | 17 | 20 | 22 | 29 | 40 |    | E  | 31 |
| 1428 | 2019/10/31 | 5736569 | 16 | 18 | 19 | 34 | 35 | 36 |    | I  | 6  |
| 147  | 2003/8/7   | 5738012 | 16 | 18 | 20 | 29 | 30 | 38 |    | E  | 27 |
| 112  | 2002/11/28 | 5741549 | 16 | 18 | 23 | 25 | 29 | 30 |    | D  | 41 |
| 4    | 2000/10/26 | 5744335 | 16 | 18 | 26 | 27 | 34 | 40 |    | H  | 13 |
| 824  | 2013/12/23 | 5754898 | 16 | 19 | 26 | 27 | 29 | 32 |    | G  | 4  |
| 687  | 2012/8/23  | 5764851 | 16 | 20 | 27 | 33 | 40 | 42 |    | C  | 34 |
| 1587 | 2021/5/20  | 5767544 | 16 | 21 | 22 | 27 | 36 | 43 |    | A  | 37 |
| 545  | 2011/4/11  | 5769717 | 16 | 21 | 24 | 28 | 32 | 36 |    | F  | 35 |
| 817  | 2013/11/28 | 5772089 | 16 | 21 | 27 | 32 | 34 | 43 |    | E  | 42 |
| 1595 | 2021/6/17  | 5773227 | 16 | 21 | 30 | 32 | 40 | 43 |    | H  | 15 |
| 578  | 2011/8/4   | 5774639 | 16 | 22 | 23 | 27 | 33 | 37 |    | A  | 36 |
| 68   | 2002/1/24  | 5784150 | 16 | 23 | 30 | 35 | 37 | 39 |    | D  | 38 |
| 683  | 2012/8/9   | 5787617 | 16 | 24 | 29 | 32 | 35 | 38 |    | J  | 37 |
| 486  | 2010/3/4   | 5789654 | 16 | 25 | 27 | 29 | 34 | 41 |    | B  | 6  |
| 926  | 2014/12/18 | 5793851 | 16 | 26 | 32 | 35 | 37 | 39 |    | G  | 25 |
| 723  | 2012/12/27 | 5794669 | 16 | 27 | 28 | 36 | 39 | 42 |    | G  | 2  |
| 754  | 2013/4/22  | 5795802 | 16 | 27 | 33 | 35 | 39 | 41 |    | F  | 42 |
| 554  | 2011/5/12  | 5795868 | 16 | 27 | 34 | 35 | 36 | 38 |    | B  | 37 |
| 1671 | 2022/3/14  | 5796045 | 16 | 27 | 37 | 38 | 39 | 43 |    | G  | 10 |
| 246  | 2005/7/7   | 5797020 | 16 | 28 | 32 | 34 | 39 | 42 |    | J  | 38 |
| 1622 | 2021/9/20  | 5798255 | 16 | 29 | 34 | 35 | 40 | 41 |    | F  | 26 |
| 384  | 2008/3/6   | 5813488 | 17 | 19 | 20 | 22 | 33 | 41 |    | F  | 35 |
| 770  | 2013/6/17  | 5815048 | 17 | 19 | 21 | 22 | 36 | 37 |    | I  | 25 |
| 270  | 2005/12/22 | 5815991 | 17 | 19 | 21 | 29 | 33 | 38 |    | B  | 30 |
| 84   | 2002/5/16  | 5820851 | 17 | 19 | 26 | 28 | 35 | 37 |    | D  | 40 |
| 1452 | 2020/1/30  | 5822480 | 17 | 19 | 29 | 31 | 37 | 39 |    | F  | 34 |
| 140  | 2003/6/19  | 5822690 | 17 | 19 | 29 | 37 | 39 | 40 |    | H  | 10 |
| 143  | 2003/7/10  | 5833298 | 17 | 21 | 22 | 27 | 33 | 41 |    | A  | 43 |
| 1521 | 2020/9/28  | 5833902 | 17 | 21 | 22 | 40 | 41 | 42 |    | C  | 13 |
| 207  | 2004/10/7  | 5834684 | 17 | 21 | 23 | 30 | 31 | 34 |    | J  | 5  |
| 1543 | 2020/12/14 | 5837364 | 17 | 21 | 26 | 33 | 36 | 38 |    | F  | 34 |
| 380  | 2008/2/7   | 5842015 | 17 | 22 | 25 | 26 | 27 | 43 |    | C  | 16 |
| 190  | 2004/6/10  | 5849779 | 17 | 23 | 30 | 31 | 39 | 43 |    | I  | 42 |
| 133  | 2003/5/1   | 5852155 | 17 | 24 | 26 | 35 | 40 | 41 |    | C  | 16 |
| 429  | 2009/1/22  | 5856519 | 17 | 25 | 29 | 33 | 37 | 42 |    | E  | 7  |
| 1634 | 2021/11/1  | 5866756 | 18 | 19 | 20 | 23 | 29 | 35 |    | J  | 17 |
| 467  | 2009/10/15 | 5866971 | 18 | 19 | 20 | 24 | 32 | 43 |    | I  | 41 |
| 322  | 2006/12/21 | 5870020 | 18 | 19 | 22 | 25 | 35 | 42 |    | D  | 36 |
| 1165 | 2017/4/13  | 5877417 | 18 | 20 | 21 | 24 | 40 | 42 |    | F  | 25 |
| 1273 | 2018/4/30  | 5878998 | 18 | 20 | 22 | 26 | 34 | 37 |    | F  | 4  |
| 41   | 2001/7/12  | 5891054 | 18 | 21 | 27 | 33 | 36 | 38 |    | I  | 23 |
| 460  | 2009/8/27  | 5893964 | 18 | 22 | 23 | 32 | 35 | 40 |    | A  | 7  |
| 994  | 2015/8/17  | 5897778 | 18 | 22 | 29 | 31 | 39 | 43 |    | F  | 9  |
| 1606 | 2021/7/26  | 5900046 | 18 | 23 | 25 | 26 | 32 | 34 |    | H  | 43 |
| 1548 | 2021/1/4   | 5905283 | 18 | 24 | 26 | 35 | 39 | 42 |    | J  | 32 |
| 1290 | 2018/6/28  | 5905711 | 18 | 24 | 27 | 32 | 35 | 41 |    | E  | 10 |
| 208  | 2004/10/14 | 5906520 | 18 | 24 | 29 | 32 | 34 | 39 |    | H  | 23 |
| 1486 | 2020/5/28  | 5906598 | 18 | 24 | 29 | 33 | 39 | 42 |    | J  | 34 |
| 1495 | 2020/6/29  | 5907295 | 18 | 24 | 32 | 34 | 37 | 41 |    | F  | 22 |
| 609  | 2011/11/21 | 5907663 | 18 | 24 | 36 | 37 | 39 | 41 |    | E  | 1  |
| 1463 | 2020/3/9   | 5916906 | 18 | 29 | 32 | 34 | 35 | 39 |    | E  | 36 |
| 1582 | 2021/5/3   | 5918779 | 18 | 32 | 35 | 36 | 39 | 41 |    | F  | 28 |
| 449  | 2009/6/11  | 5919623 | 19 | 20 | 21 | 23 | 27 | 32 |    | C  | 24 |
| 713  | 2012/11/22 | 5919755 | 19 | 20 | 21 | 24 | 25 | 26 |    | E  | 35 |
| 122  | 2003/2/13  | 5920032 | 19 | 20 | 21 | 25 | 33 | 42 |    | B  | 41 |
| 1507 | 2020/8/10  | 5921910 | 19 | 20 | 22 | 30 | 35 | 43 |    | J  | 29 |
| 1500 | 2020/7/16  | 5928980 | 19 | 21 | 22 | 28 | 29 | 30 |    | I  | 4  |
| 782  | 2013/7/29  | 5929590 | 19 | 21 | 23 | 24 | 27 | 43 |    | B  | 10 |
| 864  | 2014/5/15  | 5931135 | 19 | 21 | 24 | 28 | 32 | 40 |    | H  | 12 |
| 505  | 2010/7/15  | 5933548 | 19 | 21 | 27 | 33 | 34 | 43 |    | C  | 41 |
| 1143 | 2017/1/26  | 5935025 | 19 | 21 | 31 | 39 | 42 | 43 |    | A  | 29 |
| 1665 | 2022/2/21  | 5937231 | 19 | 22 | 24 | 29 | 34 | 41 |    | F  | 9  |
| 1225 | 2017/11/9  | 5938109 | 19 | 22 | 25 | 30 | 33 | 34 |    | C  | 36 |
| 1629 | 2021/10/14 | 5945361 | 19 | 23 | 30 | 31 | 32 | 40 |    | B  | 13 |
| 1169 | 2017/4/27  | 5947120 | 19 | 24 | 25 | 36 | 37 | 43 |    | D  | 10 |
| 832  | 2014/1/23  | 5948125 | 19 | 24 | 27 | 31 | 32 | 33 |    | D  | 17 |
| 60   | 2001/11/22 | 5963794 | 20 | 21 | 23 | 28 | 30 | 42 |    | F  | 29 |
| 376  | 2008/1/10  | 5965512 | 20 | 21 | 25 | 27 | 34 | 38 |    | D  | 16 |
| 701  | 2012/10/11 | 5971092 | 20 | 22 | 24 | 32 | 36 | 39 |    | E  | 29 |
| 79   | 2002/4/11  | 5973152 | 20 | 22 | 27 | 32 | 36 | 43 |    | G  | 23 |
| 1135 | 2016/12/26 | 5973372 | 20 | 22 | 28 | 29 | 32 | 41 |    | I  | 14 |
| 590  | 2011/9/15  | 5980198 | 20 | 24 | 25 | 27 | 32 | 37 |    | F  | 2  |
| 703  | 2012/10/18 | 5981592 | 20 | 24 | 27 | 28 | 38 | 41 |    | J  | 4  |
| 1406 | 2019/8/15  | 5981651 | 20 | 24 | 27 | 29 | 34 | 35 |    | F  | 43 |
| 284  | 2006/3/30  | 5988451 | 20 | 26 | 30 | 33 | 35 | 38 |    | G  | 4  |
| 732  | 2013/2/4   | 5995130 | 20 | 33 | 35 | 36 | 37 | 38 |    | C  | 29 |
| 1627 | 2021/10/7  | 5995941 | 21 | 22 | 23 | 26 | 36 | 38 |    | F  | 13 |
| 1091 | 2016/7/25  | 5996818 | 21 | 22 | 24 | 26 | 28 | 30 |    | C  | 38 |
| 1076 | 2016/6/2   | 5997264 | 21 | 22 | 24 | 30 | 31 | 43 |    | F  | 19 |
| 1655 | 2022/1/17  | 6005832 | 21 | 23 | 31 | 38 | 42 | 43 |    | J  | 40 |
| 686  | 2012/8/20  | 6007757 | 21 | 24 | 26 | 35 | 37 | 38 |    | A  | 16 |
| 1638 | 2021/11/15 | 6010828 | 21 | 25 | 26 | 35 | 39 | 40 |    | I  | 18 |
| 101  | 2002/9/12  | 6016162 | 21 | 27 | 29 | 30 | 36 | 40 |    | A  | 23 |
| 1251 | 2018/2/12  | 6018184 | 21 | 28 | 31 | 33 | 34 | 40 |    | H  | 23 |
| 1043 | 2016/2/8   | 6018948 | 21 | 29 | 30 | 32 | 38 | 42 |    | F  | 16 |
| 321  | 2006/12/14 | 6019297 | 21 | 29 | 31 | 36 | 38 | 41 |    | A  | 10 |
| 659  | 2012/5/17  | 6020478 | 21 | 30 | 35 | 39 | 41 | 42 |    | H  | 3  |
| 667  | 2012/6/14  | 6020894 | 21 | 31 | 34 | 37 | 39 | 40 |    | J  | 15 |
| 182  | 2004/4/15  | 6025298 | 22 | 23 | 28 | 37 | 40 | 43 |    | E  | 30 |
| 1158 | 2017/3/20  | 6028398 | 22 | 24 | 27 | 30 | 32 | 40 |    | D  | 23 |
| 1122 | 2016/11/10 | 6029277 | 22 | 24 | 29 | 31 | 32 | 34 |    | A  | 40 |
| 648  | 2012/4/9   | 6033706 | 22 | 26 | 27 | 28 | 36 | 43 |    | H  | 1  |
| 885  | 2014/7/28  | 6038925 | 22 | 28 | 33 | 36 | 37 | 41 |    | D  | 14 |
| 130  | 2003/4/10  | 6040310 | 22 | 30 | 31 | 34 | 38 | 39 |    | B  | 2  |
| 1243 | 2018/1/15  | 6045714 | 23 | 24 | 32 | 37 | 41 | 42 |    | B  | 29 |
| 220  | 2005/1/6   | 6046331 | 23 | 25 | 26 | 29 | 33 | 37 |    | A  | 40 |
| 1011 | 2015/10/15 | 6049244 | 23 | 26 | 27 | 29 | 30 | 43 |    | G  | 6  |
| 161  | 2003/11/13 | 6050010 | 23 | 26 | 28 | 33 | 38 | 42 |    | J  | 8  |
| 532  | 2011/1/20  | 6054409 | 23 | 28 | 33 | 35 | 37 | 42 |    | A  | 4  |
| 1579 | 2021/4/22  | 6055226 | 23 | 29 | 32 | 33 | 37 | 42 |    | I  | 1  |
| 1398 | 2019/7/18  | 6055507 | 23 | 29 | 34 | 35 | 40 | 43 |    | J  | 42 |
| 1450 | 2020/1/23  | 6057771 | 24 | 25 | 26 | 27 | 34 | 36 |    | I  | 4  |
| 879  | 2014/7/7   | 6064751 | 24 | 27 | 34 | 35 | 36 | 43 |    | G  | 25 |
| 1309 | 2018/9/3   | 6068698 | 24 | 32 | 34 | 36 | 41 | 43 |    | A  | 23 |
| 1673 | 2022/3/21  | 6068964 | 24 | 33 | 35 | 36 | 41 | 43 |    | E  | 21 |
| 925  | 2014/12/15 | 6069366 | 25 | 26 | 27 | 28 | 32 | 37 |    | E  | 40 |
| 720  | 2012/12/17 | 6069394 | 25 | 26 | 27 | 28 | 35 | 38 |    | F  | 19 |
| 1516 | 2020/9/10  | 6077280 | 25 | 32 | 34 | 37 | 41 | 42 |    | G  | 28 |
| 1048 | 2016/2/26  | 6078736 | 26 | 27 | 30 | 31 | 34 | 40 |    | J  | 20 |
| 219  | 2004/12/30 | 6084326 | 27 | 28 | 29 | 34 | 35 | 39 |    | B  | 33 |
+------+------------+---------+----+----+----+----+----+----+----+----+----+
